CpGName,Sample1,Sample2,Sample3
cg05428978,0.038115077,0.041676493,0.032655192
cg05429895,0.077672635,0.073517543,0.072980107
cg05432118,0.024084388,0.031273382,0.022634003
cg05433460,0.897308816,0.857089359,0.881556053
cg05434957,0.018247982,0.020614883,0.017233852
cg05435853,0.044620939,0.046223347,0.045332647
cg05436231,0.053922889,0.044575353,0.045017105
cg05436658,0.021173545,0.029153371,0.023459556
cg05437059,0.869125481,0.781174466,0.733013583
cg05439318,0.033152573,0.033032902,0.032601657
cg05439368,0.603837773,0.645080635,0.644543779
cg05440218,0.027905981,0.024712475,0.025502315
cg05440289,0.826410372,0.84867918,0.831851646
cg05441133,0.795637558,0.850266942,0.855539015
cg05442902,0.316184945,0.296349879,0.308474599
cg05443740,0.039310251,0.042735839,0.030372637
cg05444024,0.865908102,0.891179855,0.889934595
cg05445326,0.827329966,0.841486005,0.814038424
cg05446471,0.897287424,0.908147234,0.916025468
cg05449414,0.122619002,0.122968908,0.088664467
cg05449607,0.131563288,0.138431435,0.1243497
cg05450995,0.060421888,0.069784874,0.057321148
cg05451974,0.021093087,0.024585677,0.018285278
cg05454446,0.309208396,0.299689518,0.316995771
cg05457411,0.044622861,0.042392551,0.040428776
cg05459203,0.03355546,0.04103803,0.038064528
cg05461276,0.778747771,0.804358513,0.753461637
cg05461841,0.259585939,0.22507977,0.229596545
cg05462826,0.041377842,0.038568138,0.038327837
cg05463705,0.02492194,0.025905599,0.020756213
cg05465755,0.01127017,0.014507406,0.011401573
cg05467106,0.026199822,0.03041215,0.027498495
cg05467167,0.065283163,0.079657271,0.055385683
cg05467458,0.365960608,0.408494539,0.370279448
cg05468303,0.092698445,0.080670423,0.080562317
cg05469695,0.025748756,0.026613359,0.023468011
cg05471297,0.044966858,0.048072247,0.042229546
cg05471521,0.510123193,0.451896106,0.466625215
cg05471775,0.089629449,0.086919152,0.0883097
cg05472874,0.019968219,0.021080221,0.016970135
cg05473175,0.053289249,0.059458384,0.053230226
cg05473677,0.786592239,0.820161761,0.763623857
cg05473871,0.1348876,0.127855925,0.107007756
cg05475028,0.03055423,0.03405545,0.024117026
cg05475277,0.946771205,0.947391709,0.935648535
cg05475904,0.95664952,0.957571146,0.949721746
cg05477024,0.105170692,0.113428086,0.098558223
cg05477027,0.029797525,0.027910024,0.024208315
cg05480532,0.717301486,0.749956649,0.723313217
cg05482722,0.901733634,0.887142507,0.888875807
cg05483509,0.041092422,0.03526732,0.02852678
cg05484458,0.705094801,0.741922736,0.703476143
cg05484920,0.05329603,0.049233855,0.045490766
cg05485060,0.865789319,0.86481946,0.858274039
cg05485062,0.884052026,0.867502574,0.887337513
cg05488632,0.079864686,0.079778302,0.069605873
cg05492113,0.794153986,0.813076129,0.769801818
cg05492270,0.079825378,0.095942928,0.099644489
cg05492503,0.037422612,0.030826483,0.025341856
cg05492605,0.023089566,0.023679911,0.025410903
cg05492845,0.035949489,0.030238647,0.027003289
cg05494069,0.049481186,0.059585321,0.04797697
cg05494459,0.043283912,0.103440341,0.119959644
cg05497107,0.021278211,0.026132958,0.01809577
cg05497616,0.021651166,0.024874881,0.020925359
cg05498681,0.88856052,0.889036461,0.872111417
cg05499853,0.027804403,0.034865456,0.023218282
cg05500015,0.036494152,0.041335742,0.038282383
cg05500074,0.856246248,0.871212272,0.834992001
cg05501276,0.035335799,0.033983999,0.023643586
cg05501357,0.314555661,0.276869736,0.249757731
cg05501584,0.102149484,0.124355523,0.108892447
cg05501658,0.031881724,0.026145847,0.027413602
cg05501682,0.166932644,0.146828687,0.156669584
cg05501721,0.022720064,0.020766353,0.016391166
cg05503412,0.027425378,0.031181253,0.020499966
cg05507459,0.481689169,0.498446365,0.50130082
cg05507894,0.0199514,0.026299958,0.020582122
cg05508048,0.031102467,0.031275669,0.028123078
cg05508067,0.057350141,0.058714251,0.043579658
cg05508084,0.065180372,0.075401207,0.0527755
cg05508558,0.370071581,0.397255061,0.354419207
cg05510041,0.106103814,0.099597119,0.09494096
cg05511517,0.197901082,0.176855963,0.155926773
cg05511685,0.790755608,0.78092272,0.787507424
cg05511752,0.045099795,0.10545557,0.19947542
cg05512099,0.21663734,0.22724191,0.205718543
cg05512756,0.330909671,0.348391645,0.344143434
cg05516537,0.145385075,0.13560611,0.114305934
cg05516832,0.040559223,0.041379205,0.035651012
cg05517572,0.608085569,0.602690514,0.585897597
cg05517711,0.809139984,0.764229256,0.766916552
cg05518543,0.048718518,0.046826943,0.047441942
cg05520656,0.068491441,0.069532423,0.081138492
cg05521696,0.044045319,0.054549732,0.058071255
cg05522288,0.043394695,0.054725996,0.043382366
cg05522383,0.044122631,0.055989514,0.047914165
cg05523047,0.022771697,0.027254311,0.024353919
cg05523085,0.033919132,0.04969333,0.036527838
cg05523254,0.02240656,0.02659966,0.018571366
cg05526376,0.050198907,0.057625706,0.05911546
cg05528918,0.888204402,0.856523877,0.859366964
cg05529097,0.058002464,0.077307728,0.048695712
cg05531055,0.040595799,0.050361418,0.041721673
cg05532892,0.031745321,0.037163608,0.024925325
cg05535113,0.230589819,0.20709742,0.207937919
cg05538387,0.027835784,0.04579892,0.029282303
cg05546038,0.672950598,0.649239738,0.627121916
cg05546044,0.427289466,0.429923926,0.440499223
cg05546383,0.897316251,0.891822721,0.886844885
cg05547500,0.773543553,0.830974974,0.770532382
cg05547993,0.036113447,0.037436937,0.037939199
cg05552534,0.022988147,0.029739224,0.024330246
cg05554718,0.26106385,0.322048316,0.282297525
cg05554936,0.017172058,0.01903006,0.016355697
cg05556020,0.828488347,0.846082131,0.840250796
cg05556202,0.809006414,0.81621271,0.772241634
cg05556210,0.045290682,0.047493446,0.041455857
cg05556717,0.339504991,0.305777686,0.281436243
cg05558390,0.363741539,0.399652019,0.412370909
cg05559445,0.364161454,0.380133601,0.310146318
cg05562327,0.140283498,0.118579899,0.112875604
cg05562817,0.044444501,0.05214067,0.042519305
cg05564251,0.783166011,0.794708346,0.762564153
cg05564266,0.639098345,0.6585028,0.700048743
cg05564657,0.844101914,0.861987481,0.836180098
cg05565537,0.848595348,0.853586435,0.878245343
cg05566397,0.024395889,0.035307669,0.02916709
cg05566965,0.027233772,0.028281828,0.019734841
cg05568762,0.022170659,0.028585005,0.022126339
cg05569220,0.705860735,0.691677321,0.691054277
cg05570980,0.135563614,0.132486737,0.116295279
cg05573563,0.671948387,0.721632187,0.690667843
cg05575043,0.044371252,0.04202693,0.04366879
cg05576974,0.019978364,0.022171077,0.018675638
cg05577173,0.067784931,0.068249736,0.065332235
cg05585544,0.721022193,0.748964508,0.744102084
cg05587158,0.747173545,0.712095173,0.701257034
cg05587474,0.032511743,0.034704755,0.03223657
cg05587736,0.683945931,0.709608199,0.675919891
cg05588972,0.040728817,0.045510267,0.038985121
cg05589246,0.06670438,0.083090046,0.061836257
cg05590257,0.237469303,0.203675099,0.079118817
cg05590294,0.165353571,0.207110654,0.158920913
cg05590567,0.048652397,0.042883105,0.031693106
cg05590982,0.792680064,0.793603745,0.778279856
cg05592398,0.051686828,0.050529182,0.044118207
cg05592434,0.163374394,0.181833743,0.148249161
cg05592527,0.030990277,0.088368252,0.121724725
cg05593300,0.138238267,0.167075089,0.178272804
cg05593325,0.150180337,0.150266783,0.121439543
cg05593479,0.055154547,0.048825657,0.044657511
cg05593780,0.044628891,0.053639574,0.043602218
cg05594230,0.076079251,0.147142876,0.224815319
cg05595345,0.014352552,0.017245961,0.012787503
cg05596294,0.15970287,0.193019282,0.167922064
cg05596756,0.109098738,0.086892599,0.105862242
cg05598246,0.750148567,0.77958615,0.763814488
cg05600174,0.216867903,0.202948563,0.190952848
cg05600717,0.264557786,0.245422465,0.229865416
cg05602212,0.05403539,0.089138429,0.050777113
cg05602615,0.01215894,0.014678951,0.012161858
cg05603623,0.031120779,0.041740612,0.031810523
cg05604720,0.050862851,0.063255228,0.047972636
cg05606799,0.887708178,0.900881904,0.896045859
cg05607127,0.055437047,0.055975562,0.045770871
cg05607401,0.091040583,0.101880346,0.100510319
cg05607472,0.015131666,0.016499499,0.012016869
cg05608188,0.02883062,0.034901712,0.031350266
cg05610148,0.030515519,0.041269954,0.035303862
cg05610379,0.023992077,0.023276383,0.020431251
cg05612904,0.023120595,0.029699109,0.022375893
cg05615150,0.640887216,0.62475356,0.615675633
cg05615487,0.80184747,0.847475231,0.81768562
cg05619712,0.744280781,0.710092257,0.730038876
cg05621401,0.07869628,0.083558208,0.100462058
cg05621759,0.82799658,0.873120517,0.834284338
cg05624932,0.050483163,0.050911215,0.039936204
cg05626013,0.189856243,0.17033034,0.176925006
cg05627103,0.115672403,0.11391162,0.084896488
cg05628549,0.109365692,0.11230556,0.09444226
cg05633152,0.887641366,0.903203127,0.889344961
cg05636175,0.049894357,0.05210039,0.0464311
cg05637351,0.039918792,0.054519126,0.044937488
cg05637892,0.032713865,0.036658231,0.033901324
cg05641882,0.035583738,0.040435527,0.030033683
cg05641961,0.025328712,0.033713193,0.028500466
cg05642698,0.020535439,0.022947928,0.021601332
cg05646865,0.910519564,0.917554246,0.916577507
cg05647526,0.036828216,0.040281535,0.043127278
cg05647859,0.07384814,0.093589689,0.062951607
cg05649009,0.751694194,0.752393924,0.740048521
cg05650171,0.847005905,0.830996918,0.8186587
cg05650565,0.022797221,0.021188244,0.021123516
cg05650764,0.033654121,0.034894516,0.0290815
cg05654163,0.759381521,0.761842447,0.717501816
cg05654164,0.896785151,0.885477599,0.885084796
cg05655041,0.82956211,0.772566766,0.76700201
cg05655556,0.034380056,0.036942813,0.028707255
cg05656180,0.055555551,0.066242615,0.054003472
cg05656364,0.017823235,0.020706605,0.018274959
cg05657090,0.931740917,0.928410596,0.919833259
cg05657520,0.833511525,0.85009946,0.805375428
cg05658858,0.022373643,0.024061579,0.020277668
cg05659526,0.903786061,0.886543791,0.890321419
cg05659947,0.818626478,0.837653843,0.821878042
cg05660795,0.098642137,0.086463237,0.107859384
cg05661333,0.031756729,0.038782464,0.035007414
cg05661838,0.047230618,0.059879806,0.045370435
cg05662500,0.08745258,0.100640244,0.072897172
cg05663262,0.706057766,0.739917991,0.692987167
cg05664072,0.112743043,0.108891003,0.113908272
cg05666713,0.69836794,0.719518055,0.732789503
cg05668720,0.033328177,0.031559374,0.029627854
cg05668853,0.773545354,0.751632688,0.724355577
cg05669100,0.062600896,0.07024037,0.046141224
cg05669210,0.068154828,0.078280158,0.072067934
cg05669980,0.015089621,0.025357459,0.020249536
cg05670275,0.030356146,0.037348994,0.035966527
cg05670348,0.024123426,0.030870706,0.020391529
cg05670408,0.043172202,0.046382028,0.040261891
cg05670596,0.223289507,0.218507165,0.215962247
cg05671018,0.83955774,0.860033806,0.824577559
cg05671350,0.196656462,0.189384489,0.168703312
cg05672265,0.032746608,0.029151998,0.029552429
cg05673087,0.147252458,0.032186354,0.024988439
cg05674036,0.760828985,0.792075892,0.754263813
cg05674199,0.184032485,0.160305958,0.126043458
cg05674444,0.344118999,0.391713652,0.389172131
cg05674944,0.084762646,0.066842736,0.064435846
cg05675373,0.069179886,0.067608909,0.054106509
cg05676042,0.044274844,0.049526459,0.04469748
cg05677402,0.010265539,0.014029101,0.010829393
cg05678175,0.023189364,0.031913064,0.02165868
cg05678938,0.046368959,0.044422817,0.034576307
cg05679521,0.06544508,0.082035574,0.069758237
cg05680424,0.074072328,0.085263748,0.089533716
cg05681757,0.487745454,0.45577468,0.423628578
cg05684015,0.023724812,0.033722287,0.02445616
cg05684195,0.830092116,0.849378416,0.821618336
cg05684891,0.03098752,0.045305783,0.030004434
cg05688084,0.047740124,0.056150806,0.03796926
cg05689121,0.0429453,0.046410871,0.039708827
cg05695927,0.026578678,0.025210961,0.023759003
cg05696092,0.437073963,0.43444339,0.452261738
cg05697231,0.094803521,0.098538695,0.080580163
cg05697249,0.554320433,0.560325895,0.598364733
cg05697976,0.362175159,0.311633114,0.289433125
cg05698069,0.100799679,0.091449536,0.082526357
cg05698090,0.106372997,0.122909452,0.096670856
cg05699592,0.029552623,0.041482414,0.026715519
cg05699806,0.342320921,0.403032172,0.408205068
cg05700681,0.840994808,0.860715783,0.844766035
cg05701114,0.174049309,0.166698692,0.155375343
cg05702633,0.026253055,0.043588356,0.021992042
cg05702737,0.060639342,0.068439857,0.052856005
cg05702952,0.024842297,0.023680027,0.022600697
cg05705366,0.03526312,0.037095342,0.029994463
cg05705583,0.091493036,0.106160804,0.088791826
cg05706061,0.450304084,0.427039761,0.390525924
cg05709923,0.04855685,0.054766481,0.045885935
cg05711886,0.549803149,0.559457581,0.54108879
cg05714219,0.029639199,0.033086103,0.02829359
cg05714479,0.018317402,0.023164772,0.016163467
cg05714729,0.317703652,0.282235661,0.299081094
cg05715287,0.064158751,0.064354759,0.054038978
cg05715649,0.677361755,0.683190791,0.659426487
cg05717160,0.030634129,0.047643729,0.035348222
cg05718253,0.853219944,0.806889101,0.800605433
cg05718625,0.058149525,0.06751755,0.051774708
cg05719902,0.363206683,0.517367494,0.506028859
cg05720937,0.017659399,0.018882821,0.017662026
cg05722552,0.059159865,0.070460695,0.059817768
cg05722906,0.285865741,0.303867163,0.259649414
cg05722918,0.026967064,0.03021126,0.017935342
cg05723825,0.569475417,0.532148256,0.634204506
cg05724065,0.827462615,0.786727718,0.786276087
cg05725452,0.020497729,0.021551099,0.015650047
cg05726109,0.444599313,0.517873891,0.461660002
cg05727959,0.016688821,0.021618641,0.015762895
cg05728656,0.024032211,0.024012247,0.021316548
cg05729093,0.069354394,0.101094938,0.06441909
cg05730092,0.763936205,0.82651236,0.78833688
cg05731779,0.834015202,0.825047666,0.811797409
cg05732130,0.02492787,0.034781121,0.027234874
cg05732530,0.016250617,0.015354213,0.014344279
cg05739825,0.031879175,0.032350971,0.031700457
cg05740244,0.819013762,0.754069376,0.799910946
cg05741384,0.030788925,0.035469011,0.032515958
cg05742308,0.043666509,0.048556891,0.050669673
cg05743054,0.025413757,0.026893965,0.021472955
cg05744229,0.695527523,0.703649808,0.644569806
cg05745457,0.795643918,0.810667226,0.816586091
cg05745851,0.031797819,0.031461127,0.024117942
cg05747424,0.036024971,0.034640507,0.034532019
cg05749161,0.013113557,0.014058576,0.012444314
cg05749577,0.033501124,0.033997351,0.01505917
cg05749792,0.761457471,0.73339806,0.734631936
cg05750321,0.932997679,0.932544437,0.938081776
cg05751148,0.130294723,0.146929707,0.121150485
cg05751159,0.02057176,0.023727344,0.016633764
cg05751979,0.036633661,0.037478404,0.034347153
cg05754589,0.039812498,0.06440966,0.054512021
cg05754631,0.050983682,0.056225593,0.051426047
cg05755354,0.807330044,0.807090073,0.80191673
cg05755779,0.742577756,0.738545944,0.710974464
cg05755837,0.05227908,0.049520823,0.039126843
cg05759269,0.037691316,0.03983879,0.029607795
cg05761032,0.024554311,0.034167607,0.025284234
cg05761971,0.670358322,0.670661949,0.597698446
cg05764061,0.113411451,0.137994782,0.132252672
cg05764376,0.032909346,0.035685309,0.032633982
cg05764607,0.022490054,0.027573142,0.0202425
cg05766425,0.052547508,0.054694363,0.044065745
cg05766474,0.896419182,0.901732791,0.881429658
cg05767404,0.375491046,0.409314068,0.459171276
cg05768141,0.054497559,0.059308461,0.050030376
cg05769161,0.084406264,0.095260032,0.094532713
cg05769169,0.032058406,0.033977522,0.031697411
cg05772663,0.084653089,0.086621164,0.105127666
cg05773628,0.121321561,0.144145928,0.109909535
cg05774801,0.054774708,0.062869377,0.059750145
cg05776763,0.059502476,0.061913296,0.053318896
cg05777319,0.02959434,0.033003579,0.024372433
cg05778847,0.0444969,0.051089238,0.04241428
cg05779068,0.80070323,0.766238249,0.783851908
cg05779272,0.310077708,0.344849112,0.300942933
cg05780311,0.022054393,0.020738927,0.018540376
cg05780616,0.030738997,0.036606698,0.032553664
cg05781767,0.709714881,0.720471547,0.67028605
cg05782292,0.847444687,0.83100906,0.837866807
cg05782445,0.311006582,0.300716625,0.274487977
cg05782975,0.044673007,0.176528566,0.302580843
cg05786601,0.131696504,0.214971866,0.334972103
cg05786809,0.050044175,0.049071284,0.046616256
cg05788437,0.021127796,0.023265188,0.02179567
cg05788526,0.060794336,0.080519504,0.065868511
cg05788638,0.829245525,0.837521105,0.821108733
cg05790038,0.779807178,0.807342385,0.78744557
cg05790999,0.025506425,0.028089334,0.01864756
cg05793077,0.055191301,0.052225314,0.041716431
cg05795157,0.045724169,0.053639009,0.039832777
cg05795313,0.161397058,0.165106704,0.126412771
cg05797656,0.027325927,0.030693011,0.027300716
cg05798712,0.664420451,0.672944363,0.642177758
cg05798972,0.057437679,0.056161154,0.056475137
cg05799317,0.866536463,0.866130163,0.84618535
cg05800321,0.892975907,0.901394739,0.885607677
cg05801573,0.035090415,0.080840593,0.141600503
cg05801648,0.081554394,0.089961601,0.082106648
cg05806233,0.045257293,0.048948938,0.041362212
cg05807444,0.508564324,0.49624655,0.477602711
cg05807768,0.03342414,0.041033137,0.031852406
cg05807991,0.111971656,0.062678616,0.12414954
cg05810550,0.778217095,0.798986177,0.776018506
cg05812599,0.805041185,0.832369984,0.806194646
cg05813084,0.032084318,0.040895839,0.033223043
cg05813234,0.376062164,0.362400725,0.344532814
cg05815893,0.05550768,0.065379773,0.062044747
cg05815906,0.077406075,0.078351588,0.079241865
cg05817232,0.10510735,0.140803776,0.111094196
cg05819268,0.939833691,0.936829953,0.946626477
cg05820087,0.763002806,0.785379135,0.758777154
cg05822100,0.044502126,0.051670184,0.051727249
cg05822532,0.545122795,0.478214954,0.537062017
cg05823029,0.720508751,0.7168204,0.726704174
cg05824215,0.731589593,0.728790349,0.695280635
cg05824432,0.021366264,0.018764299,0.017952221
cg05824484,0.034773059,0.03576438,0.031529462
cg05824762,0.040715606,0.052037345,0.042814723
cg05825950,0.068984012,0.109496879,0.075189084
cg05826823,0.658448231,0.66657102,0.651123628
cg05828624,0.857371071,0.84574025,0.844066392
cg05829479,0.225845189,0.258532182,0.200730996
cg05830416,0.052219901,0.058157322,0.042618377
cg05832051,0.035058515,0.041846499,0.034493692
cg05832487,0.033094154,0.03503697,0.022895478
cg05835416,0.573531983,0.583597621,0.571753639
cg05836145,0.294658028,0.308903351,0.307431978
cg05837075,0.025194362,0.030158545,0.024727365
cg05839235,0.037866076,0.025794481,0.026051185
cg05840031,0.055788128,0.045906735,0.046819297
cg05840553,0.029549941,0.031932323,0.023198356
cg05843340,0.083128581,0.072166134,0.050594482
cg05843800,0.042324315,0.053321947,0.040237471
cg05844583,0.038689706,0.047493388,0.040075444
cg05845178,0.017537899,0.025666222,0.017187567
cg05845357,0.02280346,0.03585823,0.023680949
cg05845503,0.016116382,0.018437116,0.014486265
cg05846716,0.056968375,0.06605682,0.06547426
cg05847038,0.597739203,0.633136375,0.599449568
cg05847778,0.027077178,0.029655032,0.018695159
cg05851042,0.899026978,0.898900872,0.899474739
cg05851163,0.041524972,0.041847936,0.040819369
cg05852416,0.020104544,0.021246905,0.019338022
cg05855071,0.075342126,0.108565945,0.095842552
cg05856884,0.741784802,0.734331311,0.746922015
cg05856931,0.054070862,0.052338913,0.048232592
cg05857825,0.06875526,0.085847423,0.062292702
cg05859264,0.418886858,0.436436918,0.407920653
cg05859842,0.591158164,0.587928591,0.543849133
cg05860890,0.061537988,0.056300884,0.05934044
cg05861567,0.093265933,0.114394027,0.103219756
cg05861661,0.055598382,0.081878021,0.059674789
cg05862431,0.034543941,0.037016576,0.038890073
cg05863612,0.811605611,0.793222877,0.832417979
cg05868316,0.008928358,0.010093187,0.007859757
cg05868799,0.124565206,0.11483378,0.094562312
cg05869585,0.900075939,0.903638388,0.904572063
cg05869964,0.839409811,0.837256307,0.822321881
cg05871136,0.072958842,0.09189069,0.065180473
cg05871607,0.051305605,0.083334566,0.039477531
cg05872485,0.041093644,0.041700322,0.038537987
cg05873268,0.769697392,0.78348059,0.748045634
cg05874450,0.031392013,0.030802718,0.034687971
cg05874478,0.277450891,0.310477941,0.25898973
cg05876083,0.042102106,0.042694773,0.041100186
cg05876094,0.077235057,0.05664447,0.048033493
cg05876918,0.05961732,0.070600655,0.060341706
cg05877109,0.171299224,0.174237129,0.177391489
cg05879334,0.012148292,0.014956617,0.012049354
cg05879919,0.042439237,0.041564473,0.03799567
cg05881135,0.032811625,0.044858653,0.02485479
cg05881762,0.126622967,0.149922858,0.171706258
cg05882522,0.037644285,0.041829896,0.030114755
cg05882691,0.174561926,0.176474081,0.154821532
cg05885123,0.048055383,0.043692426,0.040313298
cg05885720,0.833009544,0.830997347,0.816776967
cg05886367,0.101872771,0.10456939,0.100945943
cg05886626,0.195641932,0.188114233,0.190879675
cg05887405,0.816365912,0.855560669,0.862691122
cg05889321,0.145889955,0.153560251,0.11713672
cg05890019,0.078919869,0.076731121,0.082623137
cg05890484,0.095501384,0.121441962,0.095115727
cg05890578,0.031995546,0.051667573,0.035863081
cg05894797,0.116556543,0.141372647,0.11859515
cg05895453,0.373435338,0.365262195,0.397589435
cg05896682,0.096003602,0.134090256,0.15732154
cg05897048,0.262755677,0.243211532,0.22660838
cg05898102,0.070688701,0.072321231,0.070675558
cg05898356,0.034263841,0.039491289,0.029478099
cg05898524,0.369414,0.428998316,0.398180457
cg05899618,0.035210049,0.038441181,0.0268945
cg05902852,0.035309719,0.033899417,0.027871138
cg05903609,0.131523481,0.138686522,0.064962311
cg05903630,0.041369646,0.049954518,0.036764846
cg05905876,0.016847741,0.018935925,0.018196656
cg05906362,0.037637221,0.083114435,0.16475862
cg05908775,0.031649685,0.037355531,0.032082904
cg05909475,0.039647985,0.050887108,0.037697355
cg05910970,0.807504377,0.809929146,0.806014559
cg05911610,0.017902449,0.0203376,0.018357012
cg05912121,0.843152196,0.884803965,0.868674743
cg05915281,0.021054884,0.023660806,0.022683283
cg05916196,0.804011244,0.795148127,0.760343038
cg05916783,0.033515621,0.033377516,0.031425493
cg05917963,0.222576678,0.240870035,0.186661255
cg05919661,0.029326919,0.035394843,0.024120314
cg05920090,0.029385081,0.030207471,0.027851636
cg05921207,0.056296556,0.104187469,0.169200291
cg05921324,0.814860418,0.835829678,0.832477814
cg05921581,0.878554999,0.903534287,0.878368318
cg05921699,0.74276498,0.775552885,0.741272043
cg05922057,0.038848583,0.048829641,0.047777873
cg05922591,0.907373769,0.908334548,0.911056564
cg05922972,0.019671027,0.022867185,0.020985992
cg05923056,0.04235272,0.05850906,0.041245352
cg05923103,0.029271261,0.030649445,0.032053745
cg05924191,0.533602606,0.575047449,0.600582977
cg05924583,0.033959551,0.034910008,0.027737737
cg05927017,0.030348373,0.027599205,0.025975347
cg05927159,0.032410015,0.039103132,0.030436985
cg05932408,0.048207207,0.059445403,0.060888233
cg05932936,0.067980373,0.074938526,0.066985316
cg05934874,0.080393474,0.077884252,0.081003525
cg05935584,0.027587328,0.156103898,0.302069861
cg05936800,0.728091719,0.753061793,NA
cg05937182,0.024734795,0.035107077,0.027918415
cg05937237,0.844630951,0.84167556,0.820683514
cg05937453,0.034379129,0.039616374,0.037761202
cg05938285,0.044899695,0.030677156,0.026275964
cg05938725,0.04771136,0.035532198,0.07537653
cg05940463,0.035609529,0.035511749,0.035059329
cg05940536,0.0604692,0.07987227,0.061710163
cg05941634,0.087638057,0.095299417,0.076805488
cg05942574,0.094124423,0.093809575,0.086128752
cg05942970,0.891624854,0.895036291,0.89561662
cg05944800,0.064073896,0.088826122,0.074400614
cg05945622,0.027313521,0.039017793,0.027550966
cg05946081,0.022538046,0.031007332,0.017774725
cg05947740,0.321079243,0.348186122,0.362912321
cg05949173,0.691359701,0.719183046,0.694522056
cg05949660,0.843416074,0.842456577,0.790726711
cg05950276,0.758460031,0.80659298,0.776248748
cg05951646,0.161463449,0.152995434,0.118010915
cg05951993,0.038339756,0.041509607,0.032074909
cg05953243,0.7655487,0.726469641,0.72636435
cg05953394,0.072114038,0.074181495,0.074228703
cg05955224,0.064022151,0.061135192,0.056873416
cg05955301,0.778835847,0.784029067,0.775306144
cg05957518,0.020958461,0.022338948,0.018388831
cg05958352,0.872372704,0.867981486,0.853941868
cg05958582,0.613198908,0.632095437,0.625761931
cg05958659,0.038222365,0.045415179,0.047384209
cg05959392,0.036485284,0.03700007,0.042376388
cg05959508,0.027653051,0.031022411,0.030412351
cg05960024,0.888035777,0.875032055,0.848170268
cg05960806,0.027597409,0.031979686,0.02404827
cg05961212,0.362693562,0.342466665,0.31850596
cg05961595,0.014434206,0.096199071,0.139471701
cg05961827,0.880440441,0.869782418,0.86792174
cg05964373,0.026352496,0.03490159,0.031887071
cg05965188,0.709933546,0.710481337,0.705882165
cg05965402,0.05242674,0.053392869,0.040930314
cg05968233,0.241757966,0.18860428,0.214719663
cg05969697,0.031516361,0.044598067,0.033812922
cg05970437,0.042768165,0.047261472,0.042616243
cg05970790,0.045604484,0.056985278,0.052173019
cg05973262,0.639051664,0.61220574,0.545125004
cg05976074,0.272396329,0.293715079,0.299614312
cg05976325,0.892008231,0.909143944,0.88889539
cg05978187,0.026978297,0.035290239,0.025674606
cg05982504,0.851019803,0.874149734,0.84369469
cg05983247,0.018610072,0.012616186,0.010875011
cg05985767,0.845044678,0.860147453,0.835414132
cg05986149,0.134526493,0.127034611,0.109319702
cg05988645,0.205011552,0.201474968,0.15262107
cg05989054,0.108883673,0.100403298,0.089145458
cg05989429,0.024464409,0.020901225,0.016360784
cg05990214,0.047502203,0.056068045,0.048734085
cg05992340,0.820716103,0.834137554,0.836600555
cg05995267,0.191537516,0.16203961,0.133288201
cg05996238,0.897602083,0.850221204,0.823232571
cg05997860,0.721113297,0.703862112,0.707127485
cg05998426,0.040812898,0.050270843,0.041563163
cg05998983,0.761854609,0.739450003,0.738462308
cg06000781,0.849309512,0.85391386,0.844013441
cg06001166,0.880623572,0.897067028,0.899469386
cg06003187,0.890690729,0.916438563,0.896395568
cg06005396,0.037156123,0.036710404,0.029392966
cg06005644,0.026839458,0.021831726,0.016188078
cg06006444,0.058459074,0.059414191,0.057360694
cg06007645,0.814014846,0.830894051,0.792392089
cg06011292,0.03307062,0.041409837,0.022092825
cg06015218,0.062663314,0.077094561,0.0610038
cg06018072,0.050845766,0.063447559,0.054634951
cg06020352,0.378291517,0.370125986,0.328615525
cg06021171,0.60893959,0.598314348,0.567148134
cg06022562,0.936332322,0.909415119,0.937803174
cg06023257,0.023751287,0.029753161,0.021508548
cg06025017,0.787293795,0.830946916,0.791486476
cg06026755,0.878280543,0.887212125,0.868739027
cg06027949,0.065342707,0.086609326,0.07888101
cg06029655,0.83334361,0.826024809,0.830612288
cg06030619,0.031100937,0.034158636,0.026083425
cg06034822,0.134254803,0.134255083,0.118138141
cg06037693,0.824780497,0.833534286,0.809527092
cg06038049,0.018625024,0.024288119,0.016811866
cg06038133,0.100925389,0.094777588,0.094637591
cg06039392,0.157167113,0.179688186,0.144362365
cg06039624,0.017584772,0.019155798,0.018024058
cg06041240,0.877275826,0.858950114,0.851553924
cg06041363,0.326681263,0.347562563,0.304030145
cg06042828,0.823416776,0.828671184,0.804241814
cg06043042,0.033256384,0.03234423,0.02568648
cg06043114,0.031492534,0.045533112,0.03310296
cg06043190,0.035066276,0.043936154,0.03391761
cg06044117,0.023984326,0.035131973,0.024139893
cg06044899,0.472406595,0.515665587,0.462065413
cg06044900,0.038048959,0.046714429,0.036217436
cg06048156,0.016533343,0.022696859,0.021370749
cg06048973,0.371966677,0.34716194,0.357530803
cg06049972,0.097154329,0.086662133,0.084753172
cg06051311,0.281813013,0.303982412,0.269301184
cg06051662,0.133194162,0.133295866,0.145415948
cg06055013,0.093079522,0.095298116,0.074010374
cg06057707,0.974800806,0.937438983,0.926096926
cg06058319,0.059412739,0.059487568,0.056293806
cg06058597,0.023754344,0.02401311,0.014344441
cg06059810,0.880023117,0.872312509,0.865479375
cg06060661,0.512993975,0.542512496,0.478678141
cg06061892,0.034627645,0.033081291,0.022779234
